[2026-08-18T18:37:18.400+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2026-08-18T18:37:18.413+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.421+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: update_db.core_table manual__2026-08-18T18:37:02.256514+00:00 [queued]>
[2026-08-18T18:37:18.423+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 1
[2026-08-18T18:37:26.635+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gegkjbS5Tew
[2026-08-18T18:37:26.640+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZirpjsGfTMY
[2026-08-18T18:37:26.643+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ORJOugU5D3I
[2026-08-18T18:37:26.648+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NeXRyiVlKsI
[2026-08-18T18:37:26.652+0000] {data_modification.py:83} INFO - Updated row with Video_ID: rGHJciNIGAc
[2026-08-18T18:37:26.656+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PSP18PWf5Zs
[2026-08-18T18:37:26.660+0000] {data_modification.py:83} INFO - Updated row with Video_ID: g5oGT8kwvbw
[2026-08-18T18:37:26.664+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Hf6Xu2NL4_s
[2026-08-18T18:37:26.667+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tWC0VDEscvI
[2026-08-18T18:37:26.671+0000] {data_modification.py:83} INFO - Updated row with Video_ID: cS7RhYUjEQI
[2026-08-18T18:37:26.675+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sE1NV_9ReTg
[2026-08-18T18:37:26.680+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7PTe7CNgr9g
[2026-08-18T18:37:26.684+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 68_Bu4FCdfI
[2026-08-18T18:37:26.689+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hz1CKPY3m4U
[2026-08-18T18:37:26.693+0000] {data_modification.py:83} INFO - Updated row with Video_ID: oe2n1fr6mFA
[2026-08-18T18:37:26.697+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1pZkVccIrWM
[2026-08-18T18:37:26.701+0000] {data_modification.py:83} INFO - Updated row with Video_ID: R1WPx1fYVq0
[2026-08-18T18:37:26.706+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mBD2NqvxpPc
[2026-08-18T18:37:26.710+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZlGKtvzvjp8
[2026-08-18T18:37:26.714+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p09CoG0Du4I
[2026-08-18T18:37:26.718+0000] {data_modification.py:83} INFO - Updated row with Video_ID: g4VYtyqTg6g
[2026-08-18T18:37:26.723+0000] {data_modification.py:83} INFO - Updated row with Video_ID: dWAYUrGg5cM
[2026-08-18T18:37:26.727+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tuhUc9_dT20
[2026-08-18T18:37:26.731+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hia0Xg8j_IU
[2026-08-18T18:37:26.735+0000] {data_modification.py:83} INFO - Updated row with Video_ID: EiGbC7Yluf0
[2026-08-18T18:37:26.739+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ti86SZL9CX4
[2026-08-18T18:37:26.743+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0eRgdC7xLcs
[2026-08-18T18:37:26.747+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WvOiHiaXr5E
[2026-08-18T18:37:26.751+0000] {data_modification.py:83} INFO - Updated row with Video_ID: N6fgJypFyQI
[2026-08-18T18:37:26.755+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tcN8f9V4t8I
[2026-08-18T18:37:26.759+0000] {data_modification.py:83} INFO - Updated row with Video_ID: LJe2jLKIXd0
[2026-08-18T18:37:26.763+0000] {data_modification.py:83} INFO - Updated row with Video_ID: C_GStS6a29c
[2026-08-18T18:37:26.767+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Saz70nG4oKE
[2026-08-18T18:37:26.772+0000] {data_modification.py:83} INFO - Updated row with Video_ID: q9exwXizr2Y
[2026-08-18T18:37:26.776+0000] {data_modification.py:83} INFO - Updated row with Video_ID: utkF94f09_c
[2026-08-18T18:37:26.780+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QfN0Jm-2hxE
[2026-08-18T18:37:26.784+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mNQlQwDKZAU
[2026-08-18T18:37:26.788+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -LiKLjHjvck
[2026-08-18T18:37:26.792+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3OljoetfTic
[2026-08-18T18:37:26.795+0000] {data_modification.py:83} INFO - Updated row with Video_ID: O8yUSICMZ90
[2026-08-18T18:37:26.799+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ssqybPu9vVw
[2026-08-18T18:37:26.803+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BbZQRU_cD9U
[2026-08-18T18:37:26.807+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Mj8elG1igeo
[2026-08-18T18:37:26.811+0000] {data_modification.py:83} INFO - Updated row with Video_ID: maZOZsPqpes
[2026-08-18T18:37:26.815+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8YFiZ6vjP1w
[2026-08-18T18:37:26.819+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ci2QcgdAzh0
[2026-08-18T18:37:26.822+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mva2UnLiz_g
[2026-08-18T18:37:26.826+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mamEn6Afs7c
[2026-08-18T18:37:26.829+0000] {data_modification.py:83} INFO - Updated row with Video_ID: K-XyW1STCWY
[2026-08-18T18:37:26.833+0000] {data_modification.py:83} INFO - Updated row with Video_ID: hA9oempNTQ8
[2026-08-18T18:37:26.837+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CVACZnX_Htk
[2026-08-18T18:37:26.840+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 28LTgEBDGF8
[2026-08-18T18:37:26.844+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6ShY4HV7DU4
[2026-08-18T18:37:26.848+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2apVBh6XJT4
[2026-08-18T18:37:26.851+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xqi-ZQtoLfo
[2026-08-18T18:37:26.855+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JzxUcL7L6Ak
[2026-08-18T18:37:26.859+0000] {data_modification.py:83} INFO - Updated row with Video_ID: j8XMf6z3_Dc
[2026-08-18T18:37:26.862+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0z1OOai9ntQ
[2026-08-18T18:37:26.866+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yKbIg-9Y3Ig
[2026-08-18T18:37:26.870+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3T3bR8sxnmo
[2026-08-18T18:37:26.873+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WLnHW6xnw1w
[2026-08-18T18:37:26.877+0000] {data_modification.py:83} INFO - Updated row with Video_ID: voYHf4JmtgY
[2026-08-18T18:37:26.881+0000] {data_modification.py:83} INFO - Updated row with Video_ID: WJmOQnnpUds
[2026-08-18T18:37:26.885+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AXWHe9PpQSo
[2026-08-18T18:37:26.890+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ntnj4EQRYu0
[2026-08-18T18:37:26.894+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xbS5IjBy2Co
[2026-08-18T18:37:26.897+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PGhylw4uUTs
[2026-08-18T18:37:26.901+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5lMtOiYpyEs
[2026-08-18T18:37:26.905+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AT3i6Qsg6cg
[2026-08-18T18:37:26.908+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Pk9eMnRaRJc
[2026-08-18T18:37:26.912+0000] {data_modification.py:83} INFO - Updated row with Video_ID: SEjuBIgcoIg
[2026-08-18T18:37:26.916+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KvTFn0JPW48
[2026-08-18T18:37:26.920+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8XkYSXMWy-8
[2026-08-18T18:37:26.923+0000] {data_modification.py:83} INFO - Updated row with Video_ID: YBmBizZFY08
[2026-08-18T18:37:26.927+0000] {data_modification.py:83} INFO - Updated row with Video_ID: yUODxEIYEq8
[2026-08-18T18:37:26.930+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KNEPHbfMuho
[2026-08-18T18:37:26.935+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wPQtiUmfrYU
[2026-08-18T18:37:26.939+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9LTTa4HEwZc
[2026-08-18T18:37:26.942+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vzkVxHhfiRc
[2026-08-18T18:37:26.946+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sfTifNeupyo
[2026-08-18T18:37:26.950+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DDEFSYrTH80
[2026-08-18T18:37:26.954+0000] {data_modification.py:83} INFO - Updated row with Video_ID: VHsOXMYFRco
[2026-08-18T18:37:26.957+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Pjh0sOblujM
[2026-08-18T18:37:26.961+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xwhNmaJBRQQ
[2026-08-18T18:37:26.970+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mlyiEwsjoL0
[2026-08-18T18:37:26.977+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5_wWatTzxhM
[2026-08-18T18:37:26.980+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bwYur6KY2fQ
[2026-08-18T18:37:26.984+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ynk4imdNQws
[2026-08-18T18:37:26.988+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UYzCjroDuOc
[2026-08-18T18:37:26.991+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1dX3y9QYbZs
[2026-08-18T18:37:26.995+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RwV-SbE_qto
[2026-08-18T18:37:26.998+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3IAsAAi425I
[2026-08-18T18:37:27.002+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NlOhyyJzBF4
[2026-08-18T18:37:27.005+0000] {data_modification.py:83} INFO - Updated row with Video_ID: P7f6dJtCkLw
[2026-08-18T18:37:27.009+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RpvYNGITDJE
[2026-08-18T18:37:27.013+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tWiDKxHunDI
[2026-08-18T18:37:27.017+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ltfm6J9qRrc
[2026-08-18T18:37:27.020+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IxVgfev3Oyg
[2026-08-18T18:37:27.024+0000] {data_modification.py:83} INFO - Updated row with Video_ID: e472gzphihs
[2026-08-18T18:37:27.028+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sx4RQ4XlwTI
[2026-08-18T18:37:27.032+0000] {data_modification.py:83} INFO - Updated row with Video_ID: r_va8VL6ksQ
[2026-08-18T18:37:27.036+0000] {data_modification.py:83} INFO - Updated row with Video_ID: e6LQnLeDons
[2026-08-18T18:37:27.040+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZWpZuFuEYAc
[2026-08-18T18:37:27.043+0000] {data_modification.py:83} INFO - Updated row with Video_ID: kcX3wb6-bpo
[2026-08-18T18:37:27.047+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Zam4O0Vq5LM
[2026-08-18T18:37:27.050+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nw3oYXSjnt8
[2026-08-18T18:37:27.054+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CXLOaMWR_l0
[2026-08-18T18:37:27.057+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bNnuNSSoTag
[2026-08-18T18:37:27.061+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JiNHP5ZwiaI
[2026-08-18T18:37:27.064+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 6qQCAw743iE
[2026-08-18T18:37:27.068+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nX6ehuC-daI
[2026-08-18T18:37:27.072+0000] {data_modification.py:83} INFO - Updated row with Video_ID: MKSkd13dp10
[2026-08-18T18:37:27.075+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gZwYFWXdVyg
[2026-08-18T18:37:27.079+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 2Oqg9TUaPMo
[2026-08-18T18:37:27.082+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AtmKOQVDKxo
[2026-08-18T18:37:27.086+0000] {data_modification.py:83} INFO - Updated row with Video_ID: NYY0t2muhNc
[2026-08-18T18:37:27.090+0000] {data_modification.py:83} INFO - Updated row with Video_ID: o0itviqEFxI
[2026-08-18T18:37:27.093+0000] {data_modification.py:83} INFO - Updated row with Video_ID: f_bOQqF3Wb4
[2026-08-18T18:37:27.097+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qK7VNuftVX8
[2026-08-18T18:37:27.100+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 292ZgH9HIB0
[2026-08-18T18:37:27.104+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0_jumuSvFYc
[2026-08-18T18:37:27.107+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BUBUwXpcStE
[2026-08-18T18:37:27.110+0000] {data_modification.py:83} INFO - Updated row with Video_ID: entr0RTTNEA
[2026-08-18T18:37:27.114+0000] {data_modification.py:83} INFO - Updated row with Video_ID: De_dV2zhXCg
[2026-08-18T18:37:27.117+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UFMe8DZvies
[2026-08-18T18:37:27.120+0000] {data_modification.py:83} INFO - Updated row with Video_ID: sybu-zhYwTk
[2026-08-18T18:37:27.125+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GWX_by2TA3k
[2026-08-18T18:37:27.129+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7EixjDZXtyI
[2026-08-18T18:37:27.133+0000] {data_modification.py:83} INFO - Updated row with Video_ID: L8wz-zH7XmA
[2026-08-18T18:37:27.138+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ktsy3HRAXY4
[2026-08-18T18:37:27.141+0000] {data_modification.py:83} INFO - Updated row with Video_ID: riuUXReVtEI
[2026-08-18T18:37:27.144+0000] {data_modification.py:83} INFO - Updated row with Video_ID: pnPkjqX6XAA
[2026-08-18T18:37:27.155+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p5iQY_UUtvs
[2026-08-18T18:37:27.159+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aydS7-eewis
[2026-08-18T18:37:27.163+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0jTREcKPPHQ
[2026-08-18T18:37:27.167+0000] {data_modification.py:83} INFO - Updated row with Video_ID: euTj9F5HGvI
[2026-08-18T18:37:27.171+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aHsI0VcvTmo
[2026-08-18T18:37:27.175+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9yCqE-uE6HE
[2026-08-18T18:37:27.178+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RL5qw1suJOU
[2026-08-18T18:37:27.182+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OssDGKAk5oI
[2026-08-18T18:37:27.186+0000] {data_modification.py:83} INFO - Updated row with Video_ID: gwotyKIfTCs
[2026-08-18T18:37:27.190+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BWvfriecn7k
[2026-08-18T18:37:27.194+0000] {data_modification.py:83} INFO - Updated row with Video_ID: E4RO8Mstaac
[2026-08-18T18:37:27.198+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 9k26p36ik_U
[2026-08-18T18:37:27.202+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vbbzlUG0EOM
[2026-08-18T18:37:27.205+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jssLk5YSbzA
[2026-08-18T18:37:27.210+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lfw-3t6UfX4
[2026-08-18T18:37:27.214+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3cEpHAJmPss
[2026-08-18T18:37:27.217+0000] {data_modification.py:83} INFO - Updated row with Video_ID: T5sFxzP4Ko8
[2026-08-18T18:37:27.221+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jaJ1DZ6W6_g
[2026-08-18T18:37:27.225+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 8wVrs2HR158
[2026-08-18T18:37:27.229+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Nrsoo3hXmTE
[2026-08-18T18:37:27.232+0000] {data_modification.py:83} INFO - Updated row with Video_ID: iW2HUfooOho
[2026-08-18T18:37:27.236+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JjXgDfjmJaE
[2026-08-18T18:37:27.240+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qHan_9wIaaE
[2026-08-18T18:37:27.244+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5up2FE4P6vE
[2026-08-18T18:37:27.247+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XETyVhqRNKo
[2026-08-18T18:37:27.251+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nl4awBgaL8A
[2026-08-18T18:37:27.255+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 24A4fuqFDd0
[2026-08-18T18:37:27.258+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 1wTLmVu0rsU
[2026-08-18T18:37:27.262+0000] {data_modification.py:83} INFO - Updated row with Video_ID: amRtB5Y7A3g
[2026-08-18T18:37:27.265+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vQx4TjahrxM
[2026-08-18T18:37:27.269+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 01jsqke-fEM
[2026-08-18T18:37:27.273+0000] {data_modification.py:83} INFO - Updated row with Video_ID: npGiqM75GSs
[2026-08-18T18:37:27.276+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3ita-1YJ4-8
[2026-08-18T18:37:27.280+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XdEZ4NAHMbg
[2026-08-18T18:37:27.285+0000] {data_modification.py:83} INFO - Updated row with Video_ID: PCkAFhZENEk
[2026-08-18T18:37:27.288+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jG6EtDOvEsQ
[2026-08-18T18:37:27.292+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UgJ_NMfa-qk
[2026-08-18T18:37:27.296+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Jh4CQFvWYC4
[2026-08-18T18:37:27.300+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ha97w7Chnwo
[2026-08-18T18:37:27.303+0000] {data_modification.py:83} INFO - Updated row with Video_ID: B0vLpgf-VLc
[2026-08-18T18:37:27.307+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XO1VXlmIRJc
[2026-08-18T18:37:27.311+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vFyf_pPVk3E
[2026-08-18T18:37:27.315+0000] {data_modification.py:83} INFO - Updated row with Video_ID: CncTZ9aYbXE
[2026-08-18T18:37:27.318+0000] {data_modification.py:83} INFO - Updated row with Video_ID: p4ht500K-dU
[2026-08-18T18:37:27.322+0000] {data_modification.py:83} INFO - Updated row with Video_ID: W3hjgF5koT4
[2026-08-18T18:37:27.326+0000] {data_modification.py:83} INFO - Updated row with Video_ID: brTnu7X5oWk
[2026-08-18T18:37:27.329+0000] {data_modification.py:83} INFO - Updated row with Video_ID: eUCZShweBm8
[2026-08-18T18:37:27.333+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OvUpb9eYj6E
[2026-08-18T18:37:27.337+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5TF0fbzhSSo
[2026-08-18T18:37:27.340+0000] {data_modification.py:83} INFO - Updated row with Video_ID: RcMBwnJu94c
[2026-08-18T18:37:27.344+0000] {data_modification.py:83} INFO - Updated row with Video_ID: av6qMDTtdR8
[2026-08-18T18:37:27.348+0000] {data_modification.py:83} INFO - Updated row with Video_ID: xJ-EuU0F720
[2026-08-18T18:37:27.351+0000] {data_modification.py:83} INFO - Updated row with Video_ID: AOAlNK2rmQE
[2026-08-18T18:37:27.355+0000] {data_modification.py:83} INFO - Updated row with Video_ID: vbwwv362nY0
[2026-08-18T18:37:27.359+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 0h358VDOtBc
[2026-08-18T18:37:27.363+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XumjHQsCjrU
[2026-08-18T18:37:27.366+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nJdFs-pouA8
[2026-08-18T18:37:27.369+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5a5pRz_UcuY
[2026-08-18T18:37:27.373+0000] {data_modification.py:83} INFO - Updated row with Video_ID: B9jZABnvq9A
[2026-08-18T18:37:27.378+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Aoj8L0_KttI
[2026-08-18T18:37:27.382+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nFvmM0YJSzc
[2026-08-18T18:37:27.386+0000] {data_modification.py:83} INFO - Updated row with Video_ID: iTYc5xEWWHw
[2026-08-18T18:37:27.389+0000] {data_modification.py:83} INFO - Updated row with Video_ID: P9Uvn2iZRAQ
[2026-08-18T18:37:27.393+0000] {data_modification.py:83} INFO - Updated row with Video_ID: IpT0gQVXTXE
[2026-08-18T18:37:27.397+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Ad4W4VNCweU
[2026-08-18T18:37:27.402+0000] {data_modification.py:83} INFO - Updated row with Video_ID: USVgV4YpsSA
[2026-08-18T18:37:27.406+0000] {data_modification.py:83} INFO - Updated row with Video_ID: mQ5HVNrkKBc
[2026-08-18T18:37:27.410+0000] {data_modification.py:83} INFO - Updated row with Video_ID: aMoMtGK3JJk
[2026-08-18T18:37:27.414+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ZDq-1hyFXAY
[2026-08-18T18:37:27.418+0000] {data_modification.py:83} INFO - Updated row with Video_ID: ecAEQOWBw10
[2026-08-18T18:37:27.421+0000] {data_modification.py:83} INFO - Updated row with Video_ID: v0eKUpJUApc
[2026-08-18T18:37:27.425+0000] {data_modification.py:83} INFO - Updated row with Video_ID: JngpM5iv_vA
[2026-08-18T18:37:27.429+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _GWODyFZil8
[2026-08-18T18:37:27.432+0000] {data_modification.py:83} INFO - Updated row with Video_ID: uXW4gothy_I
[2026-08-18T18:37:27.436+0000] {data_modification.py:83} INFO - Updated row with Video_ID: qcVVjaaCeUE
[2026-08-18T18:37:27.440+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HVV0E72eYZc
[2026-08-18T18:37:27.445+0000] {data_modification.py:83} INFO - Updated row with Video_ID: zYSGpOkq_JQ
[2026-08-18T18:37:27.449+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QDDGmt5wLZ4
[2026-08-18T18:37:27.453+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Aml_KsB8a1E
[2026-08-18T18:37:27.457+0000] {data_modification.py:83} INFO - Updated row with Video_ID: n_Wno11awXA
[2026-08-18T18:37:27.461+0000] {data_modification.py:83} INFO - Updated row with Video_ID: QH2_GeG45eI
[2026-08-18T18:37:27.465+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UE-d7XM7wiU
[2026-08-18T18:37:27.468+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OwJbSpAPnX8
[2026-08-18T18:37:27.473+0000] {data_modification.py:83} INFO - Updated row with Video_ID: Kq3K1g1zgK0
[2026-08-18T18:37:27.476+0000] {data_modification.py:83} INFO - Updated row with Video_ID: wOprMfjzWxU
[2026-08-18T18:37:27.480+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -Hh9IoKmRvg
[2026-08-18T18:37:27.484+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 272-g7WwTPE
[2026-08-18T18:37:27.487+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GPygrVogA0A
[2026-08-18T18:37:27.491+0000] {data_modification.py:83} INFO - Updated row with Video_ID: BuBH9gnoYNE
[2026-08-18T18:37:27.495+0000] {data_modification.py:83} INFO - Updated row with Video_ID: REFExrj1Jgg
[2026-08-18T18:37:27.499+0000] {data_modification.py:83} INFO - Updated row with Video_ID: GgeGRhSj4Y8
[2026-08-18T18:37:27.503+0000] {data_modification.py:83} INFO - Updated row with Video_ID: -JnMDXG_EeY
[2026-08-18T18:37:27.506+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UmmKCEaP8zA
[2026-08-18T18:37:27.510+0000] {data_modification.py:83} INFO - Updated row with Video_ID: UskjN-9CS-8
[2026-08-18T18:37:27.513+0000] {data_modification.py:83} INFO - Updated row with Video_ID: OoWwvXMixLQ
[2026-08-18T18:37:27.517+0000] {data_modification.py:83} INFO - Updated row with Video_ID: lJ4CkX3i9xs
[2026-08-18T18:37:27.521+0000] {data_modification.py:83} INFO - Updated row with Video_ID: XVNU-sigSVo
[2026-08-18T18:37:27.524+0000] {data_modification.py:83} INFO - Updated row with Video_ID: _f-YJjrleuM
[2026-08-18T18:37:27.528+0000] {data_modification.py:83} INFO - Updated row with Video_ID: DysTiR_aNy0
[2026-08-18T18:37:27.531+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 3jME4ZQ_ADU
[2026-08-18T18:37:27.534+0000] {data_modification.py:83} INFO - Updated row with Video_ID: tDdgS_CWKwg
[2026-08-18T18:37:27.538+0000] {data_modification.py:83} INFO - Updated row with Video_ID: bIDJ2jDLaQQ
[2026-08-18T18:37:27.542+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7nbfGvKcI6U
[2026-08-18T18:37:27.547+0000] {data_modification.py:83} INFO - Updated row with Video_ID: HIayimluMEA
[2026-08-18T18:37:27.551+0000] {data_modification.py:83} INFO - Updated row with Video_ID: nnEZVVC4Ap8
[2026-08-18T18:37:27.556+0000] {data_modification.py:83} INFO - Updated row with Video_ID: h8qlFyWBo8k
[2026-08-18T18:37:27.561+0000] {data_modification.py:83} INFO - Updated row with Video_ID: KMcSH9kP1pQ
[2026-08-18T18:37:27.564+0000] {data_modification.py:83} INFO - Updated row with Video_ID: b_VxnnZXACw
[2026-08-18T18:37:27.568+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 7L0bdecxT5w
[2026-08-18T18:37:27.571+0000] {data_modification.py:83} INFO - Updated row with Video_ID: jbmOMe5m_R0
[2026-08-18T18:37:27.575+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 68Ry-5fEDoI
[2026-08-18T18:37:27.579+0000] {data_modification.py:83} INFO - Updated row with Video_ID: G-Hqu0ieeZ0
[2026-08-18T18:37:27.584+0000] {data_modification.py:83} INFO - Updated row with Video_ID: 5pzBOSXXW5E
